Date,Open,High,Low,Close,Adj Close,Volume
5-5-10,9.036786,9.219286,8.883214,9.1425,7.806157,883103200
5-6-10,9.065357,9.223214,7.116071,8.794643,7.509147,1285860800
5-7-10,8.703929,8.806071,8.043214,8.423571,7.192314,1676018400
5-10-10,8.9375,9.094643,8.876071,9.071071,7.745172,984306400
5-11-10,8.994286,9.281786,8.946429,9.161429,7.822321,848906800
5-12-10,9.258571,9.3975,9.239286,9.360357,7.992172,654379600
5-13-10,9.400714,9.464286,9.157143,9.227143,7.87843,599712400
5-14-10,9.112857,9.16,8.910714,9.065,7.739985,759362800
5-17-10,9.096429,9.149286,8.846786,9.079286,7.752184,762834800
5-18-10,9.177857,9.233929,8.937857,9.012857,7.695465,782678400
5-19-10,8.910714,9.032857,8.744643,8.869286,7.572879,1025726800
5-20-10,8.638571,8.708929,8.436071,8.491429,7.250253,1282915200
5-21-10,8.315,8.732143,8.2625,8.654286,7.389305,1223891200
5-24-10,8.831429,8.960714,8.795,8.812857,7.524697,754238800
5-25-10,8.548214,8.812857,8.47,8.757857,7.477738,1048006400
5-26-10,8.931429,9.004643,8.705357,8.718214,7.443889,850654000
5-27-10,8.95,9.0675,8.896786,9.048214,7.725653,666282400
5-28-10,9.263929,9.264286,9.048214,9.174286,7.833298,815614800
6-1-10,9.274643,9.497857,9.248571,9.315357,7.953749,876472800
6-2-10,9.447857,9.457143,9.2975,9.426786,8.048892,688548000
6-3-10,9.470714,9.483929,9.300357,9.397143,8.02358,650106800
6-4-10,9.221786,9.353571,9.093929,9.141429,7.805243,758304400
6-7-10,9.224643,9.255357,8.948214,8.962143,7.652164,886942000
6-8-10,9.044286,9.064286,8.773214,8.904643,7.603066,1000770400
6-9-10,8.981071,8.996429,8.660357,8.685714,7.416137,854630000
6-10-10,8.744286,8.963571,8.65,8.946786,7.639051,776356000
6-11-10,8.865357,9.066429,8.834643,9.053929,7.730534,545759200
6-14-10,9.141429,9.255357,9.071786,9.081429,7.754013,602960400
6-15-10,9.13,9.280357,9.125,9.274643,7.918983,585074000
6-16-10,9.325,9.5625,9.308214,9.544643,8.149524,783678000
6-17-10,9.664286,9.746429,9.625,9.709643,8.290403,872855200
6-18-10,9.723214,9.821429,9.693571,9.788214,8.357489,784621600
6-21-10,9.9175,9.964643,9.5975,9.648929,8.238562,776490400
6-22-10,9.72,9.856071,9.696429,9.780357,8.350782,717262000
6-23-10,9.806429,9.809286,9.567857,9.6775,8.262959,768457200
6-24-10,9.678571,9.757143,9.575,9.607143,8.202886,714277200
6-25-10,9.645,9.6525,9.493214,9.525,8.132749,549942400
6-28-10,9.533214,9.633929,9.447143,9.582143,8.18154,584948000
6-29-10,9.432857,9.4425,9.082143,9.148929,7.811649,1133344800
6-30-10,9.168214,9.213214,8.928929,8.983214,7.670156,739452000
7-1-10,9.082143,9.1,8.686429,8.874286,7.57715,1022896000
7-2-10,8.946071,8.961786,8.685714,8.819286,7.530187,693842800
7-6-10,8.964286,9.028571,8.791429,8.879643,7.581722,615235600
7-7-10,8.946071,9.241786,8.919643,9.238214,7.887881,654556000
7-8-10,9.374286,9.389286,9.103214,9.2175,7.870194,738144400
7-9-10,9.174643,9.282143,9.112857,9.272143,7.916852,433322400
7-12-10,9.233214,9.351786,9.102143,9.188929,7.845801,562878400
7-13-10,9.154286,9.157143,8.801071,8.992857,7.678389,1190924000
7-14-10,8.906429,9.135714,8.892857,9.026071,7.706748,812047600
7-15-10,8.865357,9.1775,8.832143,8.980357,7.667715,824866000
7-16-10,9.042143,9.106071,8.871786,8.925,7.620448,1039858400
7-19-10,8.924286,8.924286,8.557143,8.770714,7.488715,1024478000
7-20-10,8.675,9.032143,8.571786,8.996071,7.681132,1074950800
7-21-10,9.4675,9.469643,9.071429,9.08,7.752795,1185671200
7-22-10,9.202857,9.285714,9.118214,9.250714,7.898552,645318800
7-23-10,9.181786,9.299286,9.152857,9.283571,7.92661,533388800
7-26-10,9.285714,9.289286,9.203929,9.26,7.906483,420551600
7-27-10,9.316786,9.457143,9.296429,9.431429,8.052854,584771600
7-28-10,9.416786,9.499643,9.294643,9.32,7.957716,519985200
7-29-10,9.311071,9.380357,9.146429,9.218214,7.870803,643806800
7-30-10,9.138929,9.275,9.103571,9.1875,7.844583,448210000
8-2-10,9.301429,9.378214,9.272143,9.351786,7.984853,428055600
8-3-10,9.321786,9.402143,9.265,9.354643,7.987292,417653600
8-4-10,9.387143,9.438571,9.296786,9.392143,8.01931,420375200
8-5-10,9.3475,9.399286,9.305357,9.346429,7.98028,289097200
8-6-10,9.277857,9.338929,9.201071,9.288929,7.931184,444897600
8-9-10,9.338571,9.3625,9.270357,9.348214,7.981804,303128000
8-10-10,9.280357,9.301786,9.198214,9.264643,7.910448,451920000
8-11-10,9.121429,9.131786,8.921786,8.935357,7.629291,620054400
8-12-10,8.810357,9.039286,8.79,8.9925,7.678084,534920400
8-13-10,8.9875,8.995714,8.896071,8.896429,7.596056,354869200
8-16-10,8.842143,8.928929,8.807857,8.844286,7.551532,318430000
8-17-10,8.931429,9.093929,8.9,8.998929,7.683572,422640400
8-18-10,9.012857,9.095357,8.985,9.038214,7.717116,339696000
8-19-10,9.03,9.052857,8.881429,8.924286,7.61984,426706000
8-20-10,8.906786,9.068571,8.892857,8.915714,7.612522,384230000
8-23-10,8.9925,9,8.758929,8.778571,7.495424,414041600
8-24-10,8.666786,8.678571,8.523214,8.568929,7.316424,602565600
8-25-10,8.501429,8.713929,8.471429,8.674643,7.406686,596867600
8-26-10,8.766071,8.776786,8.581429,8.581429,7.327098,466505200
8-27-10,8.633929,8.664643,8.412857,8.629286,7.367959,548391200
8-30-10,8.598571,8.776786,8.595714,8.660714,7.394794,383289200
8-31-10,8.6375,8.734286,8.583929,8.682143,7.413093,420786800
9-1-10,8.838214,8.980714,8.795714,8.940357,7.633563,697037600
9-2-10,8.973571,9.006071,8.8775,9.006071,7.689669,415427600
9-3-10,9.110357,9.242143,9.089286,9.241786,7.890932,520788800
9-7-10,9.165714,9.268929,9.151786,9.2075,7.861658,342557600
9-8-10,9.277857,9.4425,9.253571,9.39,8.017483,526551200
9-9-10,9.465714,9.518571,9.39,9.395357,8.022055,438575200
9-10-10,9.399643,9.446429,9.335714,9.4075,8.032423,387542400
9-13-10,9.493571,9.581429,9.491429,9.537143,8.143117,388780000
9-14-10,9.5075,9.613214,9.482857,9.573571,8.174221,408150400
9-15-10,9.5775,9.656429,9.565714,9.650714,8.240089,429368800
9-16-10,9.651429,9.881071,9.625,9.8775,8.433722,652103200
9-17-10,9.9175,9.927143,9.774286,9.834643,8.397133,634477200
9-20-10,9.86,10.135,9.851786,10.115357,8.636813,658677600
9-21-10,10.137857,10.2625,10.099643,10.134643,8.653281,668074400
9-22-10,10.096786,10.285,10.086071,10.276786,8.774648,585289600
9-23-10,10.226071,10.455714,10.214286,10.318571,8.810328,786116800
9-24-10,10.432143,10.483214,10.376786,10.44,8.914004,649488000
9-27-10,10.499286,10.526071,10.393214,10.398571,8.878634,482834800
9-28-10,10.420357,10.420357,9.821429,10.245,8.747511,1035042400
9-29-10,10.258214,10.350357,10.214286,10.263214,8.763061,469644000
9-30-10,10.321429,10.357143,10.044643,10.133929,8.65267,673391600
10-1-10,10.219643,10.235,10.048214,10.09,8.615162,448142800
10-4-10,10.057143,10.103571,9.920357,9.951429,8.496848,435302000
10-5-10,10.071429,10.3375,10.065,10.319286,8.810934,501967200
10-6-10,10.3425,10.428214,10.187857,10.328214,8.818558,670868800
10-7-10,10.369286,10.374286,10.246786,10.329286,8.819469,408399600
10-8-10,10.418214,10.517857,10.357143,10.5025,8.967371,658403200
10-11-10,10.526429,10.615714,10.521429,10.548571,9.006707,427753200
10-12-10,10.550357,10.696429,10.446071,10.662143,9.103675,558544000
10-13-10,10.721429,10.784286,10.707143,10.719286,9.152469,630092400
10-14-10,10.774643,10.8025,10.728571,10.796786,9.218639,435296400
10-15-10,10.98,11.25,10.889643,11.240714,9.597682,922194000
10-18-10,11.373929,11.392857,11.224643,11.357143,9.697091,1093010800
10-19-10,10.835714,11.206071,10.715,11.053214,9.437587,1232784000
10-20-10,11.035714,11.223214,10.959643,11.090357,9.469299,721624400
10-21-10,11.155714,11.240714,10.957143,11.054286,9.438505,551460000
10-22-10,11.038214,11.072857,10.939286,10.981071,9.375991,372778000
10-25-10,11.038929,11.128571,11.015714,11.03,9.417765,392462000
10-26-10,10.959643,11.062143,10.916071,11.001786,9.393675,392929600
10-27-10,10.9875,11.067857,10.914286,10.993929,9.386965,399002800
10-28-10,10.998214,11,10.746429,10.901429,9.307985,551051200
10-29-10,10.865357,10.924286,10.745357,10.749286,9.178084,430511200
11-1-10,10.793571,10.914286,10.792857,10.863571,9.275664,423889200
11-2-10,10.964286,11.078214,10.964286,11.048571,9.43362,433930000
11-3-10,11.120357,11.174286,11.018929,11.171429,9.538524,508348400
11-4-10,11.266071,11.435,11.251071,11.366786,9.705327,642488000
11-5-10,11.356786,11.413214,11.3125,11.326071,9.670564,361253200
11-8-10,11.328571,11.420357,11.312857,11.379286,9.715997,281758400
11-9-10,11.466071,11.475,11.232143,11.288571,9.638538,383544000
11-10-10,11.308571,11.384643,11.198214,11.358214,9.698006,384227200
11-11-10,11.25,11.371429,11.223214,11.308929,9.655926,361284000
11-12-10,11.285714,11.303571,10.843929,11.001071,9.393068,795846800
11-15-10,11.016429,11.090714,10.938214,10.965714,9.362875,403606000
11-16-10,10.918571,10.985714,10.69,10.771071,9.196684,657650000
11-17-10,10.757143,10.856786,10.634286,10.732143,9.163445,479449600
11-18-10,10.9,11.059643,10.881786,11.015357,9.405267,494491200
11-19-10,10.998929,11.014286,10.901429,10.954643,9.353426,384843200
11-22-10,10.952857,11.191429,10.923929,11.191429,9.555599,393075200
11-23-10,11.0875,11.133929,10.948571,11.026071,9.414412,519447600
11-24-10,11.142857,11.264286,11.133929,11.242857,9.599507,413725200
11-26-10,11.205,11.346429,11.176429,11.25,9.605608,237585600
11-29-10,11.267857,11.338571,11.120714,11.316786,9.662635,445785200
11-30-10,11.197857,11.227143,11.1025,11.1125,9.488209,501858000
12-1-10,11.259643,11.348214,11.25,11.3,9.648299,461750800
12-2-10,11.340357,11.392857,11.246071,11.3625,9.701666,462837200
12-3-10,11.321786,11.380357,11.297857,11.337143,9.680014,342092800
12-6-10,11.38,11.511786,11.372143,11.433929,9.762655,448481600
12-7-10,11.564286,11.571071,11.361429,11.364643,9.703497,391454000
12-8-10,11.415357,11.465,11.325357,11.464643,9.788876,321935600
12-9-10,11.504643,11.517857,11.393571,11.42,9.75076,294151200
12-10-10,11.416071,11.466071,11.378571,11.448571,9.775154,262511200
12-13-10,11.584643,11.609286,11.464286,11.488214,9.809001,439815600
12-14-10,11.490357,11.519286,11.392857,11.438929,9.766926,351008000
12-15-10,11.428571,11.535714,11.399643,11.441429,9.769055,417312000
12-16-10,11.4675,11.521786,11.432143,11.473214,9.796193,322030800
12-17-10,11.486786,11.4925,11.436786,11.450357,9.77668,386929200
12-20-10,11.485714,11.544643,11.365357,11.5075,9.825471,385610400
12-21-10,11.535714,11.585357,11.501786,11.578571,9.886155,256354000
12-22-10,11.584286,11.632857,11.555357,11.612857,9.915426,265921600
12-23-10,11.607143,11.6125,11.541786,11.557143,9.867859,223157200
12-27-10,11.530357,11.622857,11.482857,11.595714,9.900789,249816000
12-28-10,11.639643,11.666429,11.609286,11.623929,9.92488,175924000
12-29-10,11.650714,11.658929,11.610714,11.6175,9.919394,163139200
12-30-10,11.624286,11.625357,11.5375,11.559286,9.869687,157494400
12-31-10,11.533929,11.552857,11.475357,11.52,9.836142,193508000
1-3-11,11.63,11.795,11.601429,11.770357,10.049905,445138400
1-4-11,11.872857,11.875,11.719643,11.831786,10.102358,309080800
1-5-11,11.769643,11.940714,11.767857,11.928571,10.184996,255519600
1-6-11,11.954286,11.973214,11.889286,11.918929,10.176763,300428800
1-7-11,11.928214,12.0125,11.853571,12.004286,10.24964,311931200
1-10-11,12.101071,12.258214,12.041786,12.230357,10.442669,448560000
1-11-11,12.317143,12.32,12.123929,12.201429,10.417966,444108000
1-12-11,12.258929,12.301071,12.214286,12.300714,10.50274,302590400
1-13-11,12.327143,12.38,12.280357,12.345714,10.541162,296780400
1-14-11,12.353214,12.445714,12.301429,12.445714,10.626545,308840000
1-18-11,11.768571,12.312857,11.642857,12.166071,10.38778,1880998000
1-19-11,12.441071,12.45,12.031429,12.101429,10.332584,1135612800
1-20-11,12.015357,12.082143,11.79,11.881429,10.144742,764789200
1-21-11,11.920357,11.96,11.665357,11.668571,9.962997,754401200
1-24-11,11.673929,12.051786,11.668571,12.051786,10.290198,574683200
1-25-11,12.011786,12.194286,11.948929,12.192857,10.410653,546868000
1-26-11,12.248571,12.342857,12.196429,12.280357,10.485361,506875600
1-27-11,12.277857,12.310357,12.243929,12.2575,10.465847,285026000
1-28-11,12.291786,12.3,11.911786,12.003571,10.249033,592057200
1-31-11,11.992857,12.144286,11.939286,12.118571,10.347222,377246800
2-1-11,12.189286,12.344643,12.177857,12.3225,10.521341,426633200
2-2-11,12.301786,12.330357,12.269643,12.297143,10.499693,258955200
2-3-11,12.278571,12.294286,12.091071,12.265714,10.472862,393797600
2-4-11,12.272857,12.382143,12.268214,12.375,10.566171,321840400
2-7-11,12.424643,12.616071,12.415714,12.567143,10.730227,485021600
2-8-11,12.631429,12.697143,12.576786,12.685714,10.831465,381040800
2-9-11,12.685357,12.821429,12.673929,12.791429,10.921729,482745200
2-10-11,12.763929,12.857143,12.428571,12.662143,10.81134,928550000
2-11-11,12.669643,12.778571,12.626429,12.744643,10.881783,367572800
2-14-11,12.7425,12.838571,12.739643,12.827857,10.952834,310416400
2-15-11,12.828214,12.856071,12.769643,12.853571,10.974786,284174800
2-16-11,12.885714,13.032143,12.875,12.968929,11.073286,481157600
2-17-11,12.758929,12.866786,12.732857,12.796429,10.925999,530583200
2-18-11,12.811071,12.839286,12.482857,12.52,10.689977,816057200
2-22-11,12.219643,12.335714,12.061429,12.093214,10.325572,872555600
2-23-11,12.098929,12.308571,12.093214,12.236429,10.447853,671854400
2-24-11,12.286429,12.326786,12.084643,12.245714,10.455781,499900800
2-25-11,12.330714,12.443929,12.314286,12.434286,10.61679,380018800
2-28-11,12.544286,12.680357,12.54,12.614643,10.770786,403074000
3-1-11,12.695357,12.704286,12.417143,12.475357,10.651856,456136800
3-2-11,12.498571,12.655357,12.442857,12.575714,10.737547,602590800
3-3-11,12.756786,12.849643,12.711429,12.841429,10.96442,500788400
3-4-11,12.859643,12.8675,12.776786,12.857143,10.977838,453266800
3-7-11,12.907143,12.916786,12.546786,12.691429,10.836349,546123200
3-8-11,12.675357,12.764286,12.580357,12.705714,10.848549,356316800
3-9-11,12.6675,12.67,12.521429,12.588214,10.74822,453306000
3-10-11,12.468571,12.491786,12.317857,12.381071,10.571357,507539200
3-11-11,12.333214,12.582857,12.321429,12.571071,10.73358,471080400
3-14-11,12.613571,12.731429,12.546786,12.627143,10.781461,435957200
3-15-11,12.217857,12.422857,12.146429,12.336786,10.533541,721081200
3-16-11,12.214286,12.25,11.652143,11.786071,10.063325,1162011200
3-17-11,12.029643,12.128929,11.809286,11.951429,10.204515,659422400
3-18-11,12.040357,12.078571,11.785714,11.809643,10.083448,753214000
3-21-11,11.999643,12.133571,11.973571,12.117857,10.346611,409402000
3-22-11,12.234286,12.236429,12.112143,12.185714,10.404551,325922800
3-23-11,12.117143,12.150714,11.998214,12.113929,10.34326,372996400
3-24-11,12.208929,12.357143,12.102143,12.320357,10.519512,404712000
3-25-11,12.431071,12.573571,12.393571,12.555,10.71986,448910000
3-28-11,12.6125,12.654286,12.515714,12.515714,10.686317,309355200
3-29-11,12.416429,12.534286,12.359286,12.534286,10.702171,352900800
3-30-11,12.522857,12.531429,12.408571,12.451071,10.631121,329406000
3-31-11,12.37,12.492857,12.359286,12.446786,10.627464,274019200
4-1-11,12.539643,12.556786,12.260714,12.305714,10.507011,418661600
4-4-11,12.296786,12.307143,12.085714,12.185357,10.404247,460084800
4-5-11,12.035357,12.223214,12,12.103214,10.334111,482731200
4-6-11,12.186429,12.282143,12.040714,12.072857,10.308191,402539200
4-7-11,12.075,12.158214,12.001071,12.074286,10.309412,373447200
4-8-11,12.14,12.148214,11.926786,11.966429,10.217318,377535200
4-11-11,11.930714,11.988214,11.786429,11.814286,10.087413,398946800
4-12-11,11.803214,11.918929,11.792857,11.871429,10.136205,425639200
4-13-11,11.965,12.005,11.875714,12.004643,10.249948,346220000
4-14-11,11.957143,12,11.859286,11.872143,10.136816,301800800
4-15-11,11.903571,11.915714,11.671429,11.695,9.985565,453605600
4-18-11,11.646429,11.865357,11.434286,11.851786,10.119432,609898800
4-19-11,11.896429,12.070714,11.846786,12.066429,10.302702,419378400
4-20-11,12.268214,12.348214,12.196429,12.228929,10.44145,700666400
4-21-11,12.678571,12.683214,12.447143,12.525,10.694245,753810400
4-25-11,12.512143,12.633929,12.510714,12.6075,10.764687,266546000
4-26-11,12.629286,12.678214,12.476786,12.515,10.685707,338800000
4-27-11,12.58,12.583929,12.396429,12.505357,10.677472,356213200
4-28-11,12.363929,12.491071,12.34,12.383929,10.573794,360959200
4-29-11,12.385,12.641071,12.381071,12.504643,10.676865,1006345200
5-2-11,12.490714,12.516786,12.339286,12.367143,10.559461,442713600
5-3-11,12.428214,12.496071,12.343571,12.435714,10.618009,313348000
5-4-11,12.437857,12.565357,12.388571,12.484643,10.659788,389250400
5-5-11,12.442857,12.533929,12.358929,12.383929,10.573794,335969200
5-6-11,12.488929,12.5,12.364643,12.380714,10.571049,280134400
5-9-11,12.423571,12.471429,12.376071,12.414286,10.599711,204747200
5-10-11,12.460357,12.488929,12.380714,12.480357,10.656129,282091600
5-11-11,12.465,12.5,12.33,12.401071,10.58843,336000000
5-12-11,12.361429,12.397143,12.223929,12.3775,10.568304,322000000
5-13-11,12.345,12.366071,12.155357,12.160714,10.383207,326116000
5-16-11,12.114286,12.186429,11.878571,11.903571,10.163651,449775200
5-17-11,11.857143,12.005,11.811786,12.005,10.250252,452334400
5-18-11,12.016786,12.180357,12,12.138214,10.363997,334776400
5-19-11,12.217143,12.228929,12.095357,12.161786,10.38412,261170000
5-20-11,12.127143,12.176786,11.965,11.972143,10.222197,337968400
5-23-11,11.784643,11.999286,11.765,11.942857,10.197195,383600000
5-24-11,11.982143,11.996429,11.833571,11.863929,10.129802,321927200
5-25-11,11.908214,12.091429,11.8875,12.027857,10.269768,294224000
5-26-11,11.998929,12.031786,11.943929,11.964286,10.215491,222560800
5-27-11,11.957143,12.058214,11.939643,12.050357,10.288981,203599200
5-31-11,12.182143,12.4225,12.178571,12.4225,10.606727,417754400
6-1-11,12.459643,12.576071,12.308929,12.339643,10.535982,554682800
6-2-11,12.375,12.427857,12.296429,12.360714,10.553973,338783200
6-3-11,12.256429,12.333214,12.214643,12.265714,10.472862,313250000
6-6-11,12.346429,12.394643,12.064643,12.072857,10.308191,461941200
6-7-11,12.0775,12.079286,11.853571,11.858571,10.125229,529785200
6-8-11,11.849286,11.957143,11.808929,11.865714,10.131325,333723600
6-9-11,11.901786,11.916786,11.8125,11.838929,10.108457,275088800
6-10-11,11.805357,11.845,11.625357,11.639286,9.937988,433955200
6-13-11,11.685714,11.725357,11.609643,11.664286,9.959341,329473200
6-14-11,11.785714,11.901786,11.761071,11.872857,10.137424,334569200
6-15-11,11.776786,11.796429,11.602857,11.669643,9.963913,399196000
6-16-11,11.675,11.738571,11.368929,11.612857,9.915426,510591200
6-17-11,11.749643,11.758929,11.405714,11.437857,9.766007,615020000
6-20-11,11.334286,11.346429,11.089286,11.261429,9.615366,640645600
6-21-11,11.31,11.635714,11.257143,11.617857,9.919696,493382400
6-22-11,11.612857,11.746429,11.513571,11.521786,9.837667,390583200
6-23-11,11.390714,11.846071,11.361429,11.829643,10.100525,559759200
6-24-11,11.834643,11.898214,11.610357,11.655357,9.951715,439807200
6-27-11,11.699643,11.925,11.6875,11.858571,10.125229,339813600
6-28-11,11.916071,12.025,11.908571,11.973571,10.223419,294299600
6-29-11,12.001429,12.013214,11.852857,11.93,10.186216,352545200
6-30-11,11.953571,12.004643,11.887143,11.988214,10.235919,322954800
7-1-11,11.998214,12.267857,11.935714,12.259286,10.467366,435313200
7-5-11,12.25,12.493929,12.232143,12.479643,10.655519,355054000
7-6-11,12.4625,12.646429,12.3825,12.562857,10.726566,444626000
7-7-11,12.666786,12.785714,12.642857,12.757143,10.892456,399663600
7-8-11,12.619286,12.857143,12.578571,12.846786,10.968994,489633200
7-11-11,12.726429,12.848929,12.600714,12.642857,10.794875,442674400
7-12-11,12.626071,12.774286,12.450714,12.633929,10.787251,451609200
7-13-11,12.7975,12.857143,12.727857,12.786429,10.917461,391638800
7-14-11,12.893214,12.914643,12.726429,12.7775,10.909836,430533600
7-15-11,12.898929,13.035714,12.8275,13.032857,11.12787,484467200
7-18-11,13.051071,13.380357,13.045714,13.35,11.398656,572653200
7-19-11,13.5,13.523214,13.332857,13.458929,11.491663,819145600
7-20-11,14.147143,14.1525,13.785714,13.817857,11.798126,941340400
7-21-11,13.819643,13.930714,13.710714,13.831786,11.81002,526534400
7-22-11,13.868571,14.108929,13.848214,14.046429,11.993292,516728800
7-25-11,13.941071,14.285714,13.915,14.232143,12.151857,589806000
7-26-11,14.285714,14.446429,14.274286,14.4075,12.301583,476582400
7-27-11,14.306786,14.38,14.005357,14.021071,11.971637,659324400
7-28-11,13.986429,14.178214,13.861786,13.993571,11.948158,594034000
7-29-11,13.844286,14.1125,13.714286,13.945714,11.907295,632584400
8-1-11,14.206429,14.267857,14.013214,14.169643,12.098495,612836000
8-2-11,14.201786,14.210714,13.869643,13.889643,11.859421,639539600
8-3-11,13.963571,14.055357,13.651429,14.020357,11.971026,732508000
8-4-11,13.9075,13.975714,13.476786,13.4775,11.507519,871407600
8-5-11,13.587143,13.696429,12.948929,13.343571,11.393167,1204590800
8-8-11,12.9175,13.134643,12.607857,12.614643,10.770786,1143833600
8-9-11,12.903571,13.378929,12.678571,13.3575,11.405061,1082583600
8-10-11,13.255357,13.380357,12.946429,12.988929,11.090364,878656800
8-11-11,13.232857,13.408929,13.025714,13.346429,11.395605,741969200
8-12-11,13.5025,13.558571,13.365357,13.463929,11.495933,528976000
8-15-11,13.558214,13.748929,13.503214,13.693214,11.691706,460544000
8-16-11,13.625714,13.691786,13.430714,13.588571,11.602354,498750000
8-17-11,13.653929,13.732857,13.5,13.587143,11.601141,442061200
8-18-11,13.244286,13.308929,12.906071,13.073214,11.162329,851435200
8-19-11,12.934643,13.107143,12.714286,12.715357,10.856777,775888400
8-22-11,13.018214,13.031429,12.681786,12.73,10.869282,535315200
8-23-11,12.867857,13.344286,12.75,13.342857,11.392558,656835200
8-24-11,13.338214,13.534286,13.235714,13.435,11.471233,626267600
8-25-11,13.038571,13.408929,13.035714,13.347143,11.396218,871346000
8-26-11,13.256071,13.707143,13.242857,13.699286,11.69689,641477200
8-29-11,13.863571,13.982143,13.857143,13.9275,11.891746,405269200
8-30-11,13.866071,13.994286,13.793214,13.928214,11.892353,417922400
8-31-11,13.948929,14.002857,13.637857,13.743929,11.735005,522586400
9-1-11,13.779286,13.833571,13.597143,13.608214,11.619131,343725200
9-2-11,13.383571,13.5,13.279643,13.358929,11.40628,438939200
9-6-11,13.120357,13.583214,13.088571,13.562143,11.579789,509698000
9-7-11,13.77,13.771429,13.642857,13.711786,11.70756,350576800
9-8-11,13.657143,13.878929,13.653929,13.719286,11.713964,416158400
9-9-11,13.711786,13.785714,13.393571,13.481429,11.510876,564813200
9-12-11,13.321429,13.602857,13.282143,13.569286,11.585893,467832400
9-13-11,13.647857,13.793214,13.580357,13.736429,11.728601,440560400
9-14-11,13.822143,14.0075,13.777143,13.903571,11.871309,534724400
9-15-11,13.979643,14.059286,13.925,14.034286,11.982921,417818800
9-16-11,14.126429,14.303571,14.108214,14.303571,12.212844,698513200
9-19-11,14.178571,14.758214,14.114286,14.701071,12.55224,823860800
9-20-11,14.830357,15.102143,14.685357,14.766071,12.607745,775754000
9-21-11,14.987143,15.056786,14.714286,14.719286,12.567797,605976000
9-22-11,14.3225,14.636429,14.167857,14.350714,12.253098,968480800
9-23-11,14.295714,14.526429,14.280357,14.439286,12.328724,546277200
9-26-11,14.280714,14.427857,13.975,14.398929,12.294264,812876400
9-27-11,14.5975,14.616071,14.216429,14.259286,12.175035,632497600
9-28-11,14.2925,14.419286,14.161071,14.178929,12.106423,429637600
9-29-11,14.354286,14.364643,13.793214,13.948929,11.91004,651086800
9-30-11,13.825714,13.888929,13.613571,13.618571,11.627972,547640800
10-3-11,13.584643,13.665714,13.3275,13.378571,11.423051,669099200
10-4-11,13.3775,13.635714,12.651429,13.303571,11.359015,1233677200
10-5-11,13.137857,13.565,12.867857,13.508929,11.534357,786469600
10-6-11,13.333214,13.742143,13.278571,13.4775,11.507519,812582400
10-7-11,13.420714,13.490714,13.160357,13.207143,11.27668,535458000
10-10-11,13.538929,13.886071,13.5075,13.886071,11.856371,442514800
10-11-11,14.020357,14.399286,13.982143,14.296071,12.206442,605687600
10-12-11,14.547857,14.616071,14.290714,14.363929,12.26438,622286000
10-13-11,14.463571,14.586786,14.3875,14.586786,12.45466,426185200
10-14-11,14.886786,15.071429,14.831071,15.071429,12.868466,573367200
10-17-11,15.062143,15.239286,14.855,14.999643,12.807172,686044800
10-18-11,15.062857,15.171786,14.856786,15.08,12.875786,881602400
10-19-11,14.333929,14.586429,14.207143,14.236429,12.155518,1104059600
10-20-11,14.285714,14.298214,14.078929,14.118214,12.05458,549270400
10-21-11,14.217857,14.255,13.955357,14.031071,11.980175,621244400
10-24-11,14.149286,14.517857,14.121429,14.491786,12.37355,502138000
10-25-11,14.465357,14.519643,14.192143,14.206071,12.129595,430427200
10-26-11,14.348571,14.376786,14.041071,14.307143,12.215897,456304800
10-27-11,14.555714,14.607143,14.353214,14.453214,12.340613,494664800
10-28-11,14.392857,14.5125,14.375357,14.4625,12.348547,322842800
10-31-11,14.372143,14.618929,14.323214,14.456429,12.343361,385501200
11-1-11,14.193214,14.267857,14.043571,14.161071,12.091174,531790000
11-2-11,14.288929,14.301429,14.111071,14.193214,12.118619,327350800
11-3-11,14.2525,14.407143,14.12,14.395357,12.291217,441386400
11-4-11,14.358214,14.408571,14.255714,14.294286,12.204918,302229200
11-7-11,14.2825,14.285714,14.1475,14.276071,12.189366,270275600
11-8-11,14.364643,14.571429,14.341429,14.508214,12.387574,400442000
11-9-11,14.1775,14.3175,14.079643,14.117143,12.053666,558684000
11-10-11,14.179643,14.186071,13.648214,13.757857,11.746899,744752400
11-11-11,13.8075,13.882143,13.580714,13.736429,11.728601,653786000
11-14-11,13.697143,13.758929,13.507143,13.545,11.565157,432905200
11-15-11,13.6,13.910714,13.551786,13.886786,11.856981,430810800
11-16-11,13.901786,13.969286,13.725714,13.741786,11.733175,349210400
11-17-11,13.713571,13.735,13.410714,13.478929,11.508739,479900400
11-18-11,13.532857,13.571071,13.388571,13.390714,11.433416,371938000
11-21-11,13.228571,13.274286,13.068214,13.178929,11.252591,447980400
11-22-11,13.250714,13.4975,13.247857,13.446786,11.481292,409021200
11-23-11,13.375357,13.422857,13.102857,13.106786,11.190989,428271200
11-25-11,13.157857,13.255357,12.975714,12.984643,11.086701,254760800
11-28-11,13.298214,13.454286,13.226071,13.432857,11.469399,346413200
11-29-11,13.422857,13.529643,13.221429,13.328571,11.380359,375855200
11-30-11,13.6175,13.652857,13.510714,13.65,11.654805,405938400
12-1-11,13.662143,13.892857,13.598214,13.854643,11.829539,387181200
12-2-11,13.9225,14.058214,13.877857,13.917857,11.883512,379055600
12-5-11,14.053214,14.1575,13.9425,14.036071,11.984447,357210000
